Region,Disease,Temperature,Humidity,Precipitation,Mobility,Socioeconomic_Status,Outbreak,Health_Advisory,Latitude,Longitude,Date
Region_9,COVID-19,31.27942402,88.09410741,169.1936289,0.320785797,6,0,Use mosquito nets,51.34402479,68.78803348,26-02-2020 09:00
Region_10,Flu,34.19916895,38.64979561,41.28177354,0.817103924,3,0,Vaccination drive ongoing,-72.26634753,-155.0968775,26-02-2020 10:00
Region_9,COVID-19,39.01820221,82.3810266,142.1654507,0.697210934,7,0,Avoid crowded places,-85.55130766,36.02981008,26-02-2020 11:00
Region_7,Dengue,27.48872906,47.05068002,146.3512075,0.926174258,3,0,Stay indoors,-65.41378958,142.0649528,26-02-2020 12:00
Region_4,COVID-19,17.80246276,65.4823662,35.41153936,0.71193542,6,0,Stay indoors,-32.07168056,49.30074544,26-02-2020 13:00
Region_5,Dengue,26.01914504,62.80421688,86.7391834,0.410310595,1,0,Stay indoors,-46.54226534,-177.2855021,26-02-2020 14:00
Region_1,Flu,26.97426404,63.41690512,124.0675611,0.010892534,8,1,Vaccination drive ongoing,-23.44334937,70.02688487,26-02-2020 15:00
Region_1,COVID-19,37.42485195,73.4015167,5.213321387,0.792916897,7,0,Avoid crowded places,-64.24613531,81.51988714,26-02-2020 16:00
Region_3,Dengue,24.87001921,52.90129834,80.91836661,0.408464967,9,0,Use mosquito nets,45.45056684,14.84249507,26-02-2020 17:00
Region_8,Flu,38.83310662,49.14599779,30.99164659,0.670634095,3,0,Use mosquito nets,62.15337449,113.7917625,26-02-2020 18:00
Region_2,Flu,27.12829769,81.17007439,108.3793002,0.105066481,8,0,Vaccination drive ongoing,-2.168540401,-107.1751442,26-02-2020 19:00
Region_4,COVID-19,39.34451252,43.20570242,168.5835167,0.890968636,2,0,Avoid crowded places,82.17481468,-32.76760948,26-02-2020 20:00
Region_2,Flu,15.20495803,40.81476224,104.9507877,0.435657797,9,0,Wash hands frequently,-68.33799901,110.7309669,26-02-2020 21:00
Region_5,Dengue,37.47038437,30.9364462,7.196719242,0.919691734,1,1,Wash hands frequently,-70.95349924,37.3283292,26-02-2020 22:00
Region_9,Flu,38.2780113,42.63466692,5.931449119,0.707017434,7,0,Avoid crowded places,-53.92815279,177.9714893,26-02-2020 23:00
Region_1,Flu,39.02552339,61.111886,121.1006292,0.121462262,1,0,Avoid crowded places,86.7442602,-155.0648401,27-02-2020 00:00
Region_5,Dengue,15.32691335,62.31053238,65.59631171,0.579196613,6,0,Use mosquito nets,-15.03039387,-92.04799365,27-02-2020 01:00
Region_9,Flu,19.29252091,45.26522947,114.5333007,0.909934448,1,0,Vaccination drive ongoing,76.339045,-108.3148731,27-02-2020 02:00
Region_1,Flu,31.34411258,34.3364502,32.72742178,0.79997056,4,1,Vaccination drive ongoing,-53.63824424,171.5012009,27-02-2020 03:00
Region_9,Flu,15.63681729,74.67844778,155.3724706,0.417980408,7,0,Use mosquito nets,62.29856521,132.9345562,27-02-2020 04:00
Region_8,Flu,16.5902249,75.47852091,172.1439411,0.955064397,2,0,Stay indoors,-34.19669345,-132.0755241,27-02-2020 05:00
Region_4,Dengue,20.52697184,89.87018378,177.8451204,0.268576181,3,0,Wash hands frequently,42.19189276,-52.63059383,27-02-2020 06:00
Region_10,Flu,27.81099422,84.00177423,60.81491777,0.375107703,4,1,Avoid crowded places,85.40312699,-161.0650063,27-02-2020 07:00
Region_5,Dengue,28.64756398,85.56372387,132.1470735,0.749714173,6,0,Wash hands frequently,77.94443592,47.72423473,27-02-2020 08:00
Region_5,Flu,15.85652807,77.89222954,55.80847743,0.232904557,9,0,Wash hands frequently,59.63906304,-60.76990376,27-02-2020 09:00
Region_6,Flu,19.25918127,66.9301712,152.5513642,0.51537447,4,0,Vaccination drive ongoing,-80.96289849,-87.27686388,27-02-2020 10:00
Region_7,Flu,27.49264183,37.71275746,24.10500045,0.72878919,6,1,Use mosquito nets,19.39857873,8.322191349,27-02-2020 11:00
Region_8,Flu,29.84851552,67.33879785,152.5529622,0.643967766,7,1,Stay indoors,60.38067404,106.3985666,27-02-2020 12:00
Region_8,Dengue,18.71004241,33.35735162,87.94572753,0.155369914,4,0,Stay indoors,-18.12121383,-34.58966082,27-02-2020 13:00
Region_2,Dengue,24.9710353,83.11794668,171.1098981,0.629660316,6,1,Use mosquito nets,41.61383075,92.68160083,27-02-2020 14:00
Region_9,Dengue,37.61003591,58.90928012,147.786172,0.572710529,3,0,Wash hands frequently,-65.13962776,-19.392387,27-02-2020 15:00
Region_7,COVID-19,39.97248218,71.84836992,75.30392814,0.557844825,5,0,Use mosquito nets,-58.182281,-102.7720631,27-02-2020 16:00
Region_4,Flu,39.68036137,33.13461982,180.7078371,0.826047187,4,0,Use mosquito nets,25.86770953,-19.36591092,27-02-2020 17:00
Region_4,Flu,37.04186276,62.05490538,56.66742786,0.183896023,7,1,Avoid crowded places,-11.32001636,13.69962389,27-02-2020 18:00
Region_8,Dengue,24.8665022,48.07580387,193.3977263,0.751565987,6,0,Avoid crowded places,-50.71477401,-13.83142535,27-02-2020 19:00
Region_4,COVID-19,32.1643573,47.09809594,153.4406768,0.760926018,7,1,Wash hands frequently,-39.08268193,-81.24325669,27-02-2020 20:00
Region_6,Flu,25.41480569,53.37935488,198.1349703,0.72264544,6,0,Vaccination drive ongoing,21.40535562,-113.3632117,27-02-2020 21:00
Region_5,Dengue,31.21317567,30.03836765,10.78092328,0.505968313,2,1,Stay indoors,40.5667415,160.9027912,27-02-2020 22:00
Region_3,Flu,22.73581177,57.9996529,54.80720918,0.395538748,7,0,Avoid crowded places,-52.62945019,-72.9049496,27-02-2020 23:00
Region_10,Flu,30.15505634,59.19400102,148.2528513,0.39467716,8,0,Wash hands frequently,81.93491645,73.93306041,28-02-2020 00:00
Region_2,Dengue,28.09396241,81.78785495,184.4499403,0.733808714,7,0,Use mosquito nets,-88.52783274,-57.35001932,28-02-2020 01:00
Region_9,Dengue,15.61200665,56.91153647,5.754163424,0.497896703,4,0,Avoid crowded places,36.0112092,169.071489,28-02-2020 02:00
Region_10,Flu,34.76757259,51.81337763,0.001859195,0.338433724,4,0,Use mosquito nets,-37.61988359,175.7803559,28-02-2020 03:00
Region_9,Flu,15.29744581,89.68482308,51.24852585,0.625469684,5,0,Use mosquito nets,-3.867373875,117.0346848,28-02-2020 04:00
Region_1,Dengue,22.32889856,64.27279948,170.5557353,0.837011261,9,1,Avoid crowded places,12.57246845,29.3304714,28-02-2020 05:00
Region_10,Flu,15.14810164,58.35679252,153.4306204,0.061508741,5,0,Wash hands frequently,11.07393023,15.14423627,28-02-2020 06:00
Region_3,Flu,24.40503533,59.75615007,68.05549243,0.972136958,2,0,Stay indoors,49.72998434,-61.57389471,28-02-2020 07:00
Region_8,Dengue,16.5790132,78.55087785,0.402252869,0.09665194,5,0,Wash hands frequently,58.28954735,-136.0697182,28-02-2020 08:00
Region_6,Flu,37.83777417,50.44058214,110.9411482,0.511738121,3,0,Vaccination drive ongoing,-76.79711525,-151.5379911,28-02-2020 09:00
Region_5,Flu,25.39198238,53.34962776,47.59109429,0.560209544,8,0,Vaccination drive ongoing,36.54160453,-12.43889743,28-02-2020 10:00
Region_5,COVID-19,26.48739437,75.35240156,149.1217857,0.138210705,2,1,Stay indoors,-18.16965109,172.3639388,28-02-2020 11:00
Region_6,Dengue,23.7462559,34.37902438,89.26993288,0.915593753,4,0,Vaccination drive ongoing,57.34606882,-91.12395188,28-02-2020 12:00
Region_7,COVID-19,30.68765386,81.91014949,135.7203846,0.471467077,5,1,Use mosquito nets,19.60026681,-32.05713127,28-02-2020 13:00
Region_1,COVID-19,34.61020292,55.81216179,170.461766,0.143120514,4,0,Vaccination drive ongoing,-88.15744237,50.91102471,28-02-2020 14:00
Region_9,COVID-19,31.20366858,64.87757853,107.1519599,0.711612403,5,1,Avoid crowded places,29.96371555,-53.61702372,28-02-2020 15:00
Region_3,Flu,33.70517796,75.44856956,67.19110815,0.663404345,4,0,Use mosquito nets,76.62784335,-178.69329,28-02-2020 16:00
Region_4,Flu,37.64934159,45.96311535,153.9087092,0.96286557,3,0,Wash hands frequently,-75.04255743,-37.3618315,28-02-2020 17:00
Region_10,COVID-19,36.58866329,83.4188525,53.03744795,0.441516325,1,0,Stay indoors,-1.038469066,109.6709175,28-02-2020 18:00
Region_1,COVID-19,31.85146132,88.75349834,178.3037632,0.267795973,4,1,Avoid crowded places,22.65363116,159.8255863,28-02-2020 19:00
Region_10,COVID-19,20.36594907,59.65646168,14.28552935,0.059994006,9,0,Avoid crowded places,-54.74456058,-80.96731343,28-02-2020 20:00
Region_3,Flu,30.94257128,86.2162419,167.0937282,0.733121525,1,0,Stay indoors,27.12447929,151.7924312,28-02-2020 21:00
Region_2,COVID-19,27.65207739,30.06771735,18.31114545,0.617277689,7,0,Vaccination drive ongoing,-81.03627733,132.1734792,28-02-2020 22:00
Region_2,COVID-19,32.93048078,83.65426978,11.22739608,0.972610835,3,1,Stay indoors,73.02226667,-33.57941659,28-02-2020 23:00
Region_1,Dengue,35.82329121,48.66271919,72.65138747,0.71216498,8,0,Stay indoors,47.2776927,-178.3159862,29-02-2020 00:00
Region_8,Dengue,33.56803743,48.68972548,191.3098709,0.93316148,6,0,Vaccination drive ongoing,79.3842238,124.1553341,29-02-2020 01:00
Region_3,Flu,36.16402925,43.68533189,196.6972108,0.991578795,1,1,Wash hands frequently,-14.6832437,-76.76188893,29-02-2020 02:00
Region_3,Dengue,16.59665933,49.02083407,40.41410019,0.428431144,5,1,Stay indoors,-83.84330832,92.11916663,29-02-2020 03:00
Region_6,Dengue,15.79050096,42.80907502,29.72751113,0.150295013,8,1,Vaccination drive ongoing,-28.52386421,25.74523896,29-02-2020 04:00
Region_8,Dengue,21.46251419,84.35214638,70.59066631,0.195850777,3,1,Avoid crowded places,2.835278956,-100.2007722,29-02-2020 05:00
Region_9,Flu,37.5166521,83.94142363,67.41736818,0.318375223,4,0,Stay indoors,78.45693751,53.35620876,29-02-2020 06:00
Region_9,Dengue,35.59148127,36.1326789,151.9185765,0.508895767,7,0,Stay indoors,68.95196761,95.3424837,29-02-2020 07:00
Region_4,Flu,32.06818244,38.57150573,88.79980415,0.122419999,6,0,Wash hands frequently,16.93292249,-9.199743225,29-02-2020 08:00
Region_5,COVID-19,32.51896669,81.72111834,155.9767171,0.301717872,7,1,Wash hands frequently,41.35540539,89.24769989,29-02-2020 09:00
Region_2,Dengue,33.16676173,53.93626625,149.7426194,0.307793847,9,1,Avoid crowded places,81.7016926,-34.21013832,29-02-2020 10:00
Region_9,Flu,38.56506751,40.15630064,115.662086,0.004085655,9,1,Wash hands frequently,63.10648664,172.8905659,29-02-2020 11:00
Region_8,Dengue,35.80477881,60.64016415,166.7024199,0.35416874,2,0,Avoid crowded places,28.58749111,-93.66893802,29-02-2020 12:00
Region_3,COVID-19,30.58475968,55.000083,39.12954931,0.1161522,3,0,Stay indoors,7.209928246,100.0276965,29-02-2020 13:00
Region_9,Flu,31.64288588,43.14969322,32.36209913,0.42971138,4,0,Vaccination drive ongoing,-4.312662859,89.85674054,29-02-2020 14:00
Region_3,Flu,20.34350655,73.2451331,150.1300517,0.196536737,6,0,Wash hands frequently,46.18975457,10.59944493,29-02-2020 15:00
Region_9,Flu,31.43297063,67.87735874,48.95941243,0.82211424,5,0,Avoid crowded places,55.57914273,-53.87822607,29-02-2020 16:00
Region_2,COVID-19,25.61697531,35.97969681,0.558876764,0.080525353,6,1,Wash hands frequently,-50.82407963,-19.5264259,29-02-2020 17:00
Region_10,COVID-19,18.82404677,85.52320286,182.3920337,0.865660431,8,0,Wash hands frequently,-4.67547965,46.61547411,29-02-2020 18:00
Region_9,COVID-19,35.16007048,63.50819794,124.5874116,0.580526616,2,0,Use mosquito nets,48.80748409,10.92586809,29-02-2020 19:00
Region_8,Flu,27.7561775,45.01226922,88.9875396,0.458640663,6,0,Stay indoors,31.62734968,94.15445771,29-02-2020 20:00
Region_9,COVID-19,39.43562604,42.3775089,145.147302,0.549742317,9,1,Wash hands frequently,16.48382774,-50.15455029,29-02-2020 21:00
Region_5,Dengue,22.04198386,38.15687888,66.66634662,0.376109129,5,0,Vaccination drive ongoing,-31.72922514,-141.3917874,29-02-2020 22:00
Region_2,COVID-19,27.01675281,55.47824438,190.7332114,0.127611905,1,1,Use mosquito nets,19.65936413,2.014290722,29-02-2020 23:00
Region_8,Flu,26.19988637,38.13246079,13.72405779,0.765879816,8,0,Avoid crowded places,20.18600479,-86.75576791,01-03-2020 00:00
Region_6,Dengue,18.01948806,54.94898476,128.1896381,0.92791159,4,0,Avoid crowded places,-12.16203043,41.98970924,01-03-2020 01:00
Region_8,COVID-19,25.65288197,38.92622569,155.4578966,0.950067623,8,0,Vaccination drive ongoing,82.85394971,7.316249545,01-03-2020 02:00
Region_5,Dengue,22.18883641,69.40845129,93.82518158,0.670711506,4,1,Vaccination drive ongoing,27.56184904,100.3494839,01-03-2020 03:00
Region_10,Dengue,19.00801178,77.1145213,150.993671,0.410347427,8,0,Stay indoors,63.12546924,27.08180005,01-03-2020 04:00
Region_2,Flu,22.0538896,62.97136485,185.3820796,0.478359962,9,1,Vaccination drive ongoing,-66.78752807,-24.92656516,01-03-2020 05:00
Region_6,Dengue,20.83129228,70.80341249,148.7987801,0.656965697,5,0,Avoid crowded places,46.2203262,-136.8518404,01-03-2020 06:00
Region_5,Dengue,33.35183828,86.30272423,61.87337343,0.823072517,5,0,Stay indoors,18.33647228,-136.7491077,01-03-2020 07:00
Region_5,Flu,15.76937946,68.30229177,112.3692749,0.374567138,2,0,Vaccination drive ongoing,-34.51006469,50.52636442,01-03-2020 08:00
Region_1,Flu,30.4365687,51.84949189,182.3207036,0.916781225,9,0,Vaccination drive ongoing,-65.45482114,137.0711877,01-03-2020 09:00
Region_2,Flu,34.01653355,56.96880952,89.8195451,0.324272155,4,0,Avoid crowded places,-21.6635081,-30.67644769,01-03-2020 10:00
Region_8,Dengue,27.01808641,81.63151356,136.339699,0.530859775,3,0,Stay indoors,-10.5521099,11.0841244,01-03-2020 11:00
Region_3,Dengue,38.2891245,37.84321914,93.10294503,0.9613618,2,1,Use mosquito nets,-64.6627236,32.83650845,01-03-2020 12:00
Region_10,Dengue,32.69701738,49.54422135,24.26883139,0.938198915,3,0,Use mosquito nets,30.6228397,-8.172852529,01-03-2020 13:00
Region_3,Flu,33.69809128,64.63680414,11.71952718,0.69574509,4,0,Stay indoors,-34.72026261,-158.5570985,01-03-2020 14:00
Region_8,COVID-19,19.92333719,70.58337416,190.4547919,0.324560194,9,0,Vaccination drive ongoing,55.08710101,32.09015398,01-03-2020 15:00
Region_8,Dengue,34.4323894,75.80994453,122.5083547,0.219035033,6,0,Vaccination drive ongoing,26.70277991,-130.643119,01-03-2020 16:00
Region_2,COVID-19,35.8023684,49.09240776,20.76298262,0.080143355,5,0,Stay indoors,-34.10956518,20.08944331,01-03-2020 17:00
Region_8,Flu,24.03165971,38.75154804,171.4877117,0.708654405,9,1,Use mosquito nets,-25.19646946,99.13582197,01-03-2020 18:00
Region_1,Dengue,20.3340767,87.29035258,104.5386273,0.503450694,8,0,Wash hands frequently,79.58656109,-178.03871,01-03-2020 19:00
Region_6,COVID-19,24.62626698,34.58353303,154.3864224,0.572287694,6,1,Avoid crowded places,80.6615137,-25.02852617,01-03-2020 20:00
Region_8,Dengue,33.49019923,35.74832135,25.35123913,0.472392174,3,0,Stay indoors,-14.69324912,88.44850552,01-03-2020 21:00
Region_3,Dengue,25.44097515,59.69655251,181.3820864,0.482946434,7,0,Wash hands frequently,32.25061427,10.27303428,01-03-2020 22:00
Region_8,Dengue,33.41629688,79.15626169,118.1070879,0.571273619,6,0,Avoid crowded places,86.39499226,-95.28954848,01-03-2020 23:00
Region_1,COVID-19,17.83911352,76.47024638,147.6521361,0.914262006,8,0,Wash hands frequently,88.92923285,71.1242681,02-03-2020 00:00
Region_9,Flu,35.15029276,86.26195597,6.275937603,0.029366299,6,0,Wash hands frequently,-77.01583937,102.050052,02-03-2020 01:00
Region_9,Dengue,21.33018704,38.49615454,63.06098004,0.80163678,4,0,Avoid crowded places,9.629844897,-49.49091542,02-03-2020 02:00
Region_5,Flu,21.22322469,52.54363542,53.48908288,0.390516261,7,1,Wash hands frequently,40.79110415,-72.93576558,02-03-2020 03:00
Region_10,Flu,29.75952413,46.92852772,189.9189991,0.744924267,7,1,Use mosquito nets,-56.36409971,16.24973279,02-03-2020 04:00
Region_4,COVID-19,16.75295114,81.65220741,37.06771378,0.948526329,8,0,Stay indoors,57.94290422,-48.44770412,02-03-2020 05:00
Region_6,COVID-19,15.65744317,59.30127722,141.4103453,0.306286994,2,1,Use mosquito nets,-5.67821825,120.9372953,02-03-2020 06:00
Region_7,Flu,21.52571663,31.61087606,8.55070755,0.089554637,6,0,Use mosquito nets,-0.404713864,100.4580418,02-03-2020 07:00
Region_5,Dengue,28.45168877,72.47786441,39.53681714,0.232298436,3,0,Avoid crowded places,-40.6218518,-67.72035429,02-03-2020 08:00
Region_10,COVID-19,37.69040966,53.32188587,67.71947085,0.222092831,8,1,Avoid crowded places,-35.97342834,-15.48771663,02-03-2020 09:00
Region_9,Dengue,36.16087941,61.8688058,158.9011696,0.741849417,4,0,Avoid crowded places,-74.84882605,140.2156464,02-03-2020 10:00
Region_3,Dengue,27.2611615,83.62724562,157.995316,0.061858182,4,1,Wash hands frequently,77.67287786,-126.9444137,02-03-2020 11:00
Region_7,Dengue,15.92629984,45.40426648,190.5203723,0.05093358,2,0,Wash hands frequently,-21.26397956,91.52355296,02-03-2020 12:00
Region_10,Flu,28.38131837,44.41588054,183.3535005,0.693608594,6,0,Stay indoors,-60.79859613,-65.95059354,02-03-2020 13:00
Region_10,Dengue,32.61989,45.79155025,16.30291901,0.556719685,6,0,Wash hands frequently,-64.37615283,-136.9882761,02-03-2020 14:00
Region_5,Flu,23.47911331,50.28647948,165.9735444,0.417767545,1,1,Stay indoors,-16.66690243,-137.8876085,02-03-2020 15:00
Region_7,Flu,17.77658258,36.44123848,90.23471591,0.575368407,8,0,Use mosquito nets,23.79742178,-80.53655967,02-03-2020 16:00
Region_2,Dengue,21.96419883,71.83317965,173.1772181,0.735247906,3,0,Stay indoors,50.00078174,17.30864986,02-03-2020 17:00
Region_4,Dengue,34.28972161,42.44392307,17.85725031,0.103471373,1,0,Stay indoors,76.42888474,146.8403655,02-03-2020 18:00
Region_2,Dengue,23.78109581,85.56874484,164.5538203,0.553286416,1,0,Avoid crowded places,24.42636866,-70.9218517,02-03-2020 19:00
Region_7,Dengue,35.29953727,42.94117883,31.9285038,0.824416833,1,0,Wash hands frequently,-14.2808844,-108.2779845,02-03-2020 20:00
Region_2,Flu,22.9880363,45.33852176,66.76832601,0.362429171,5,1,Vaccination drive ongoing,-14.04963672,-7.684204569,02-03-2020 21:00
Region_1,Dengue,19.08887596,47.82121373,5.769680058,0.763017988,5,1,Vaccination drive ongoing,13.3878531,-123.6136253,02-03-2020 22:00
Region_9,Dengue,25.89620899,76.11228582,24.74561764,0.845420839,1,1,Avoid crowded places,6.847361267,-82.19131094,02-03-2020 23:00
Region_1,Flu,26.30686281,55.65638925,89.14517708,0.820929192,5,1,Use mosquito nets,25.3466293,175.187253,03-03-2020 00:00
Region_8,COVID-19,15.40270546,79.16007744,163.6676671,0.650356402,7,1,Use mosquito nets,0.613877215,20.89820714,03-03-2020 01:00
Region_2,COVID-19,17.92612682,77.09122274,154.7339543,0.717344518,5,1,Use mosquito nets,-79.38164669,102.2075163,03-03-2020 02:00
Region_8,Flu,19.62315047,85.76942537,47.05955236,0.787675181,9,0,Stay indoors,0.131103326,-103.748359,03-03-2020 03:00
Region_3,COVID-19,17.83968293,75.39624931,30.33808981,0.733709309,4,0,Wash hands frequently,-85.94401213,7.22461968,03-03-2020 04:00
Region_6,Flu,23.53815189,33.11467018,77.8526926,0.451680162,9,1,Use mosquito nets,-57.49056654,3.790447074,03-03-2020 05:00
Region_3,Dengue,39.11557139,80.23687642,176.6536694,0.159120943,8,0,Vaccination drive ongoing,-20.26301946,112.5604248,03-03-2020 06:00
Region_7,Dengue,27.73056346,86.2843558,18.28501483,0.3097306,1,1,Stay indoors,9.235494216,-172.2342944,03-03-2020 07:00
Region_10,COVID-19,30.6889006,89.62135155,108.5828021,0.207246562,4,0,Use mosquito nets,-56.73272774,129.7726906,03-03-2020 08:00
Region_9,Dengue,23.90966196,37.51605565,17.76149588,0.361444154,7,1,Use mosquito nets,-40.26588142,-151.3458239,03-03-2020 09:00
Region_2,COVID-19,23.08719404,66.79639616,94.04242423,0.48933108,1,0,Wash hands frequently,-22.64202098,149.9746843,03-03-2020 10:00
Region_5,COVID-19,15.5786693,41.96751995,25.35830243,0.959046672,8,0,Wash hands frequently,-54.50126329,-128.5777618,03-03-2020 11:00
Region_6,Dengue,27.50834139,45.75057845,16.067387,0.959462795,2,0,Stay indoors,89.77744178,11.60582033,03-03-2020 12:00
Region_4,Dengue,27.09022517,74.73506029,38.16986661,0.769588521,8,0,Vaccination drive ongoing,54.84839124,-144.2193031,03-03-2020 13:00
Region_4,COVID-19,18.94576815,88.66006306,51.05120387,0.980140288,4,1,Avoid crowded places,55.9685911,-19.01111933,03-03-2020 14:00
Region_4,Dengue,34.10810001,65.69133009,55.25307583,0.998015816,8,0,Vaccination drive ongoing,12.39549419,-72.25961903,03-03-2020 15:00
Region_2,Flu,27.31685826,81.03506819,129.0535894,0.885256748,1,1,Wash hands frequently,83.03843163,-28.76573383,03-03-2020 16:00
Region_4,Dengue,23.47484925,30.53302823,10.99637512,0.079503583,5,0,Wash hands frequently,41.79611845,16.21205682,03-03-2020 17:00
Region_1,Dengue,18.67272273,32.19789839,16.16181198,0.426044103,9,1,Avoid crowded places,-30.44184597,-14.60208944,03-03-2020 18:00
Region_6,Flu,28.80402067,65.80346024,37.7412323,0.534119981,7,0,Vaccination drive ongoing,19.89479878,-171.6613824,03-03-2020 19:00
Region_1,Dengue,33.82042565,53.3389861,174.4126138,0.124082586,3,0,Vaccination drive ongoing,7.866008408,130.8431327,03-03-2020 20:00
Region_10,Dengue,22.04998382,83.3854689,125.7209852,0.808630627,4,0,Avoid crowded places,14.45198826,-145.8164047,03-03-2020 21:00
Region_6,COVID-19,20.46985879,48.11891479,146.0739318,0.148683415,7,1,Wash hands frequently,57.19080105,173.0258609,03-03-2020 22:00
Region_1,Dengue,28.0483741,55.92306165,74.07243111,0.383328775,6,0,Stay indoors,1.721135532,126.4746971,03-03-2020 23:00
Region_6,Dengue,18.88358256,61.67455187,42.64406981,0.06891218,4,0,Vaccination drive ongoing,41.1552904,22.09509111,04-03-2020 00:00
Region_10,Flu,31.66533466,46.38232997,7.592272193,0.524593088,3,0,Use mosquito nets,-44.89257954,-91.73042067,04-03-2020 01:00
Region_8,COVID-19,30.1335907,84.50969205,97.70712399,0.597041447,2,0,Vaccination drive ongoing,77.77115014,-148.9513837,04-03-2020 02:00
Region_2,COVID-19,17.17705124,57.87201508,114.8561928,0.73517685,9,1,Vaccination drive ongoing,-74.45121131,61.86065191,04-03-2020 03:00
Region_2,COVID-19,15.91300948,55.44933655,179.4005589,0.339461489,3,0,Vaccination drive ongoing,88.84438415,-107.4566184,04-03-2020 04:00
Region_4,Dengue,30.50721631,80.98518294,176.4185957,0.5905315,7,0,Wash hands frequently,23.88115949,83.95930219,04-03-2020 05:00
Region_3,COVID-19,22.35734435,48.7187041,84.93703169,0.73414734,1,1,Use mosquito nets,-5.40873565,119.7029803,04-03-2020 06:00
Region_4,Flu,17.16114383,79.04792067,84.7155858,0.762035149,8,0,Vaccination drive ongoing,-34.05921637,176.0274457,04-03-2020 07:00
Region_7,COVID-19,33.98571762,37.33637116,32.22457934,0.301641846,1,1,Stay indoors,-17.07446054,1.517595371,04-03-2020 08:00
Region_1,Flu,22.85110008,40.967312,51.48979757,0.06770393,2,0,Use mosquito nets,50.83619391,170.8819097,04-03-2020 09:00
Region_6,COVID-19,26.48998874,87.05049997,185.1327153,0.037619478,1,1,Avoid crowded places,-64.90206666,-126.2449083,04-03-2020 10:00
Region_3,COVID-19,20.92032319,80.54684945,28.20720219,0.768060285,4,0,Stay indoors,-44.5166749,121.0489213,04-03-2020 11:00
Region_10,Flu,30.68292696,53.27393409,193.7399093,0.385438917,2,1,Avoid crowded places,-67.72907253,-50.47127814,04-03-2020 12:00
Region_7,COVID-19,22.53721038,68.30738692,100.94771,0.133942663,1,0,Vaccination drive ongoing,-13.20218648,-48.66758829,04-03-2020 13:00
Region_10,COVID-19,39.20052403,86.57821137,91.32135495,0.184488936,1,0,Wash hands frequently,-20.29991645,-83.286898,04-03-2020 14:00
Region_2,COVID-19,32.57368872,42.71153417,34.92767614,0.766150475,2,0,Vaccination drive ongoing,26.78128263,-117.5722098,04-03-2020 15:00
Region_2,Dengue,18.41805691,33.54062821,132.3082501,0.598902001,6,0,Vaccination drive ongoing,89.22886467,-20.80218447,04-03-2020 16:00
Region_4,Flu,25.41737099,62.24808387,91.96910367,0.501403166,2,0,Avoid crowded places,70.62466852,175.4232392,04-03-2020 17:00
Region_1,COVID-19,24.63552749,38.55581272,74.13261358,0.623007586,2,0,Vaccination drive ongoing,68.46798462,-61.23346403,04-03-2020 18:00
Region_3,Flu,28.35617777,41.23914556,52.90324372,0.137499554,8,1,Stay indoors,26.22747165,-14.01056337,04-03-2020 19:00
Region_9,Flu,36.04826686,83.49235138,13.2973606,0.319042243,5,0,Wash hands frequently,-41.29050666,-97.73843124,04-03-2020 20:00
Region_7,Flu,29.58555038,30.44420752,103.8656233,0.374063517,8,0,Avoid crowded places,-20.86458125,-58.63673845,04-03-2020 21:00
Region_7,COVID-19,16.53891694,79.00920159,62.58166661,0.314497769,8,0,Use mosquito nets,-44.97801655,-160.1491746,04-03-2020 22:00
Region_4,COVID-19,31.38539242,61.01704658,141.5730406,0.864416312,2,0,Vaccination drive ongoing,-65.6848782,164.1724425,04-03-2020 23:00
Region_2,Flu,15.20663245,63.55766326,144.7044713,0.581421145,7,0,Avoid crowded places,-11.51437585,3.528794464,05-03-2020 00:00
Region_4,Dengue,34.49901151,70.30607763,66.42140231,0.729321407,9,1,Vaccination drive ongoing,71.55630939,83.86241512,05-03-2020 01:00
Region_6,Flu,31.66590181,55.88669954,133.8241367,0.23670609,8,1,Vaccination drive ongoing,43.8913981,4.784229447,05-03-2020 02:00
Region_3,Dengue,22.71964146,36.93671329,51.73504806,0.264074037,9,0,Avoid crowded places,87.27082126,97.27087538,05-03-2020 03:00
Region_1,Flu,22.31104511,36.16921343,145.4347452,0.225335983,8,0,Stay indoors,-54.93291479,12.27254787,05-03-2020 04:00
Region_8,Flu,34.95682491,75.26173195,3.215429109,0.687979578,4,0,Use mosquito nets,0.097930052,72.55608489,05-03-2020 05:00
Region_5,Flu,34.5834173,43.2621086,30.3217534,0.349040996,7,0,Vaccination drive ongoing,52.74829777,66.52835956,05-03-2020 06:00
Region_5,COVID-19,23.80755886,31.68610102,49.00173238,0.405084132,9,0,Stay indoors,-7.116984559,12.08266806,05-03-2020 07:00
Region_4,Dengue,22.4736932,88.77683335,154.5870974,0.709121608,9,1,Vaccination drive ongoing,-26.09021175,-96.98864395,05-03-2020 08:00
Region_6,Dengue,28.99561972,88.82349116,13.27525062,0.971798702,4,0,Vaccination drive ongoing,56.85962653,-103.7348003,05-03-2020 09:00
Region_3,Flu,15.2091415,52.68848024,37.61142874,0.161875314,7,1,Stay indoors,-12.54455222,134.7498414,05-03-2020 10:00
Region_9,COVID-19,17.06667595,31.53143067,71.7248211,0.062676268,6,0,Vaccination drive ongoing,74.33413239,-136.5528303,05-03-2020 11:00
Region_5,COVID-19,18.15423975,73.63587952,1.834998831,0.194845932,3,0,Use mosquito nets,-41.68774804,21.32701892,05-03-2020 12:00
